ENSG,HUGO,ENST,ENSP,CCDS,form
ENSG00000117410,ATP6V0B,ENST00000472174,ENSP00000431605,CCDS505,PRINCIPAL:1
ENSG00000117411,B4GALT2,ENST00000356836,ENSP00000349293,CCDS506,PRINCIPAL:1
ENSG00000117419,ERI3,ENST00000372257,ENSP00000361331,CCDS30696,PRINCIPAL:1
ENSG00000117448,AKR1A1,ENST00000372070,ENSP00000361140,CCDS523,PRINCIPAL:1
ENSG00000117450,PRDX1,ENST00000262746,ENSP00000262746,CCDS522,PRINCIPAL:1
ENSG00000117461,PIK3R3,ENST00000420542,ENSP00000412546,CCDS529,PRINCIPAL:1
ENSG00000117472,TSPAN1,ENST00000372003,ENSP00000361072,CCDS530,PRINCIPAL:1
ENSG00000117475,BLZF1,ENST00000367808,ENSP00000356782,CCDS1278,PRINCIPAL:1
ENSG00000117479,SLC19A2,ENST00000236137,ENSP00000236137,CCDS1280,PRINCIPAL:1
ENSG00000117480,FAAH,ENST00000243167,ENSP00000243167,CCDS535,PRINCIPAL:1
ENSG00000117481,NSUN4,ENST00000474844,ENSP00000419740,CCDS534,PRINCIPAL:1
ENSG00000117500,TMED5,ENST00000370282,ENSP00000359305,CCDS743,PRINCIPAL:1
ENSG00000117505,DR1,ENST00000370272,ENSP00000359295,CCDS744,PRINCIPAL:1
ENSG00000117519,CNN3,ENST00000370206,ENSP00000359225,CCDS30775,PRINCIPAL:1
ENSG00000117525,F3,ENST00000334047,ENSP00000334145,CCDS750,PRINCIPAL:1
ENSG00000117528,ABCD3,ENST00000370214,ENSP00000359233,CCDS749,PRINCIPAL:1
ENSG00000117560,FASLG,ENST00000367721,ENSP00000356694,CCDS1304,PRINCIPAL:1
ENSG00000117586,TNFSF4,ENST00000281834,ENSP00000281834,CCDS1306,PRINCIPAL:1
ENSG00000117592,PRDX6,ENST00000340385,ENSP00000342026,CCDS1307,PRINCIPAL:1
ENSG00000117593,DARS2,ENST00000361951,ENSP00000355086,CCDS1311,PRINCIPAL:1
ENSG00000117594,HSD11B1,ENST00000367027,ENSP00000355994,CCDS1489,PRINCIPAL:1
ENSG00000117595,IRF6,ENST00000367021,ENSP00000355988,CCDS1492,PRINCIPAL:1
ENSG00000117597,DIEXF,ENST00000491415,ENSP00000419005,CCDS1493,PRINCIPAL:1
ENSG00000117600,PLPPR4,ENST00000370185,ENSP00000359204,CCDS757,PRINCIPAL:1
ENSG00000117601,SERPINC1,ENST00000367698,ENSP00000356671,CCDS1313,PRINCIPAL:1
ENSG00000117602,RCAN3,ENST00000374395,ENSP00000363516,CCDS254,PRINCIPAL:1
ENSG00000117614,SYF2,ENST00000236273,ENSP00000236273,CCDS259,PRINCIPAL:1
ENSG00000117620,SLC35A3,ENST00000533028,ENSP00000433849,CCDS762,PRINCIPAL:1
ENSG00000117625,RCOR3,ENST00000419091,ENSP00000413929,CCDS44312,PRINCIPAL:1
ENSG00000117632,STMN1,ENST00000399728,ENSP00000382633,CCDS269,PRINCIPAL:1
ENSG00000117640,MTFR1L,ENST00000374300,ENSP00000363418,CCDS41284,PRINCIPAL:1
ENSG00000117643,MAN1C1,ENST00000374332,ENSP00000363452,CCDS265,PRINCIPAL:1
ENSG00000117650,NEK2,ENST00000366999,ENSP00000355966,CCDS1500,PRINCIPAL:1
ENSG00000117676,RPS6KA1,ENST00000374168,ENSP00000363283,CCDS284,PRINCIPAL:1
ENSG00000117691,NENF,ENST00000366988,ENSP00000355955,CCDS1505,PRINCIPAL:1
ENSG00000117697,NSL1,ENST00000366977,ENSP00000355944,CCDS1509,PRINCIPAL:1
ENSG00000117707,PROX1,ENST00000261454,ENSP00000261454,-,PRINCIPAL:1
ENSG00000117724,CENPF,ENST00000366955,ENSP00000355922,CCDS31023,PRINCIPAL:1
ENSG00000117748,RPA2,ENST00000373912,ENSP00000363021,CCDS314,PRINCIPAL:1
ENSG00000117751,PPP1R8,ENST00000311772,ENSP00000311677,CCDS311,PRINCIPAL:1
ENSG00000117758,STX12,ENST00000373943,ENSP00000363054,CCDS310,PRINCIPAL:1
ENSG00000117791,MARC2,ENST00000366913,ENSP00000355880,CCDS1525,PRINCIPAL:1
ENSG00000117862,TXNDC12,ENST00000371626,ENSP00000360688,CCDS561,PRINCIPAL:1
ENSG00000118193,KIF14,ENST00000367350,ENSP00000356319,CCDS30963,PRINCIPAL:1
ENSG00000118197,DDX59,ENST00000331314,ENSP00000330460,CCDS30964,PRINCIPAL:1
ENSG00000118217,ATF6,ENST00000367942,ENSP00000356919,CCDS1235,PRINCIPAL:1
ENSG00000118292,C1orf54,ENST00000369099,ENSP00000358095,CCDS948,PRINCIPAL:1
ENSG00000118298,CA14,ENST00000369111,ENSP00000358107,CCDS947,PRINCIPAL:1
ENSG00000118454,ANKRD13C,ENST00000370944,ENSP00000359982,CCDS648,PRINCIPAL:1
ENSG00000118655,DCLRE1B,ENST00000369563,ENSP00000358576,CCDS866,PRINCIPAL:1
ENSG00000118729,CASQ2,ENST00000261448,ENSP00000261448,CCDS884,PRINCIPAL:1
ENSG00000118873,RAB3GAP2,ENST00000358951,ENSP00000351832,CCDS31028,PRINCIPAL:1
ENSG00000119285,HEATR1,ENST00000366582,ENSP00000355541,CCDS31066,PRINCIPAL:1
ENSG00000119535,CSF3R,ENST00000361632,ENSP00000355406,CCDS413,PRINCIPAL:1
ENSG00000120332,TNN,ENST00000239462,ENSP00000239462,CCDS30943,PRINCIPAL:1
ENSG00000120333,MRPS14,ENST00000476371,ENSP00000420714,CCDS1316,PRINCIPAL:1
ENSG00000120334,CENPL,ENST00000367710,ENSP00000356683,CCDS30938,PRINCIPAL:1
ENSG00000120337,TNFSF18,ENST00000404377,ENSP00000385470,CCDS1305,PRINCIPAL:1
ENSG00000120656,TAF12,ENST00000373824,ENSP00000362930,CCDS326,PRINCIPAL:1
ENSG00000120937,NPPB,ENST00000376468,ENSP00000365651,CCDS140,PRINCIPAL:1
ENSG00000120942,UBIAD1,ENST00000376810,ENSP00000366006,CCDS129,PRINCIPAL:1
ENSG00000120948,TARDBP,ENST00000240185,ENSP00000240185,CCDS122,PRINCIPAL:1
ENSG00000120949,TNFRSF8,ENST00000263932,ENSP00000263932,CCDS144,PRINCIPAL:1
ENSG00000120952,PRAMEF2,ENST00000240189,ENSP00000240189,CCDS149,PRINCIPAL:1
ENSG00000121310,ECHDC2,ENST00000371522,ENSP00000360577,CCDS55600,PRINCIPAL:1
ENSG00000121446,RGSL1,ENST00000294854,ENSP00000457748,CCDS58049,PRINCIPAL:1
ENSG00000121454,LHX4,ENST00000263726,ENSP00000263726,CCDS1338,PRINCIPAL:1
ENSG00000121481,RNF2,ENST00000367510,ENSP00000356480,CCDS1365,PRINCIPAL:1
ENSG00000121486,TRMT1L,ENST00000367506,ENSP00000356476,CCDS1366,PRINCIPAL:1
ENSG00000121634,GJA8,ENST00000369235,ENSP00000358238,CCDS30834,PRINCIPAL:1
ENSG00000121644,DESI2,ENST00000302550,ENSP00000306528,CCDS1626,PRINCIPAL:1
ENSG00000121764,HCRTR1,ENST00000403528,ENSP00000384387,CCDS344,PRINCIPAL:1
ENSG00000121766,ZCCHC17,ENST00000344147,ENSP00000343557,CCDS341,PRINCIPAL:1
ENSG00000121769,FABP3,ENST00000373713,ENSP00000362817,CCDS342,PRINCIPAL:1
ENSG00000121774,KHDRBS1,ENST00000327300,ENSP00000313829,CCDS350,PRINCIPAL:1
ENSG00000121775,TMEM39B,ENST00000336294,ENSP00000338165,CCDS351,PRINCIPAL:1
ENSG00000121851,POLR3GL,ENST00000369314,ENSP00000358320,CCDS72875,PRINCIPAL:1
ENSG00000121900,TMEM54,ENST00000373463,ENSP00000362562,CCDS371,PRINCIPAL:1
ENSG00000121903,ZSCAN20,ENST00000361328,ENSP00000355053,CCDS41300,PRINCIPAL:1
ENSG00000121905,HPCA,ENST00000373467,ENSP00000362566,CCDS370,PRINCIPAL:1
ENSG00000121931,LRIF1,ENST00000369763,ENSP00000358778,CCDS30800,PRINCIPAL:1
ENSG00000121933,TMIGD3,ENST00000369716,ENSP00000358730,CCDS838,PRINCIPAL:1
ENSG00000121957,GPSM2,ENST00000406462,ENSP00000385510,CCDS792,PRINCIPAL:1
ENSG00000122176,FMOD,ENST00000354955,ENSP00000347041,CCDS30976,PRINCIPAL:1
ENSG00000122180,MYOG,ENST00000241651,ENSP00000241651,CCDS1433,PRINCIPAL:1
ENSG00000122218,COPA,ENST00000241704,ENSP00000241704,CCDS1202,PRINCIPAL:1
ENSG00000122406,RPL5,ENST00000370321,ENSP00000359345,CCDS741,PRINCIPAL:1
ENSG00000122417,ODF2L,ENST00000370566,ENSP00000359597,CCDS53339,PRINCIPAL:1
ENSG00000122420,PTGFR,ENST00000370758,ENSP00000359794,CCDS686,PRINCIPAL:1
ENSG00000122435,TRMT13,ENST00000370141,ENSP00000359160,CCDS765,PRINCIPAL:1
ENSG00000122477,LRRC39,ENST00000370137,ENSP00000359156,CCDS766,PRINCIPAL:1
ENSG00000122481,RWDD3,ENST00000370202,ENSP00000359221,CCDS41357,PRINCIPAL:1
ENSG00000122482,ZNF644,ENST00000337393,ENSP00000337008,CCDS731,PRINCIPAL:1
ENSG00000122484,RPAP2,ENST00000610020,ENSP00000476948,CCDS740,PRINCIPAL:1
ENSG00000123080,CDKN2C,ENST00000262662,ENSP00000262662,CCDS555,PRINCIPAL:1
ENSG00000123091,RNF11,ENST00000242719,ENSP00000242719,CCDS556,PRINCIPAL:1
ENSG00000123684,LPGAT1,ENST00000366996,ENSP00000355963,CCDS31018,PRINCIPAL:1
ENSG00000123685,BATF3,ENST00000243440,ENSP00000243440,CCDS1508,PRINCIPAL:1
ENSG00000123689,G0S2,ENST00000367029,ENSP00000355996,CCDS1488,PRINCIPAL:1
ENSG00000123836,PFKFB2,ENST00000367080,ENSP00000356047,CCDS31004,PRINCIPAL:1
ENSG00000123838,C4BPA,ENST00000367070,ENSP00000356037,CCDS1477,PRINCIPAL:1
ENSG00000125459,MSTO1,ENST00000245564,ENSP00000245564,CCDS1114,PRINCIPAL:1
ENSG00000125462,C1orf61,ENST00000615748,ENSP00000479346,CCDS1142,PRINCIPAL:1
ENSG00000125703,ATG4C,ENST00000317868,ENSP00000322159,CCDS623,PRINCIPAL:1
ENSG00000125945,ZNF436,ENST00000374608,ENSP00000363736,CCDS233,PRINCIPAL:1
ENSG00000126067,PSMB2,ENST00000373237,ENSP00000362334,CCDS394,PRINCIPAL:1
ENSG00000126070,AGO3,ENST00000373191,ENSP00000362287,CCDS399,PRINCIPAL:1
ENSG00000126088,UROD,ENST00000246337,ENSP00000246337,CCDS518,PRINCIPAL:1
ENSG00000126091,ST3GAL3,ENST00000361392,ENSP00000355341,CCDS492,PRINCIPAL:1
ENSG00000126106,TMEM53,ENST00000372237,ENSP00000361311,CCDS511,PRINCIPAL:1
ENSG00000126107,HECTD3,ENST00000372172,ENSP00000361245,CCDS41318,PRINCIPAL:1
ENSG00000126698,DNAJC8,ENST00000263697,ENSP00000263697,CCDS41292,PRINCIPAL:1
ENSG00000126705,AHDC1,ENST00000247087,ENSP00000247087,CCDS30652,PRINCIPAL:1
ENSG00000127054,CPSF3L,ENST00000435064,ENSP00000413493,CCDS21,PRINCIPAL:1
ENSG00000127074,RGS13,ENST00000543215,ENSP00000442837,CCDS1376,PRINCIPAL:1
ENSG00000127125,PPCS,ENST00000372561,ENSP00000361642,CCDS41311,PRINCIPAL:1
ENSG00000127129,EDN2,ENST00000372587,ENSP00000361668,CCDS462,PRINCIPAL:1
ENSG00000127423,AUNIP,ENST00000374298,ENSP00000363416,CCDS266,PRINCIPAL:1
ENSG00000127472,PLA2G5,ENST00000375108,ENSP00000364249,CCDS202,PRINCIPAL:1
ENSG00000127481,UBR4,ENST00000375254,ENSP00000364403,CCDS189,PRINCIPAL:1
ENSG00000127483,HP1BP3,ENST00000312239,ENSP00000312625,CCDS30621,PRINCIPAL:1
ENSG00000130695,CEP85,ENST00000252992,ENSP00000252992,CCDS277,PRINCIPAL:1
ENSG00000130762,ARHGEF16,ENST00000378378,ENSP00000367629,CCDS46,PRINCIPAL:1
ENSG00000130764,LRRC47,ENST00000378251,ENSP00000367498,CCDS51,PRINCIPAL:1
ENSG00000130766,SESN2,ENST00000253063,ENSP00000253063,CCDS321,PRINCIPAL:1
ENSG00000130770,ATPIF1,ENST00000335514,ENSP00000335203,CCDS319,PRINCIPAL:1
ENSG00000130772,MED18,ENST00000398997,ENSP00000381963,CCDS322,PRINCIPAL:1
ENSG00000130775,THEMIS2,ENST00000373921,ENSP00000363031,CCDS41290,PRINCIPAL:1
ENSG00000130939,UBE4B,ENST00000253251,ENSP00000253251,CCDS110,PRINCIPAL:1
ENSG00000130940,CASZ1,ENST00000377022,ENSP00000366221,CCDS41246,PRINCIPAL:1
ENSG00000131233,GJA9,ENST00000357771,ENSP00000350415,CCDS432,PRINCIPAL:1
ENSG00000131238,PPT1,ENST00000433473,ENSP00000394863,CCDS447,PRINCIPAL:1
ENSG00000131584,ACAP3,ENST00000354700,ENSP00000346733,CCDS19,PRINCIPAL:1
ENSG00000131697,NPHP4,ENST00000378156,ENSP00000367398,CCDS44052,PRINCIPAL:1
ENSG00000131778,CHD1L,ENST00000369258,ENSP00000358262,CCDS927,PRINCIPAL:1
ENSG00000131779,PEX11B,ENST00000369306,ENSP00000358312,CCDS72871,PRINCIPAL:1
ENSG00000131781,FMO5,ENST00000254090,ENSP00000254090,CCDS926,PRINCIPAL:1
ENSG00000131788,PIAS3,ENST00000393045,ENSP00000376765,CCDS72866,PRINCIPAL:1
ENSG00000131791,PRKAB2,ENST00000254101,ENSP00000254101,CCDS925,PRINCIPAL:1
ENSG00000131910,NR0B2,ENST00000254227,ENSP00000254227,CCDS291,PRINCIPAL:1
ENSG00000131914,LIN28A,ENST00000254231,ENSP00000254231,CCDS280,PRINCIPAL:1
ENSG00000132122,SPATA6,ENST00000371847,ENSP00000360913,CCDS551,PRINCIPAL:1
ENSG00000132128,LRRC41,ENST00000617190,ENSP00000477792,CCDS533,PRINCIPAL:1
ENSG00000132196,HSD17B7,ENST00000254521,ENSP00000254521,CCDS1242,PRINCIPAL:1
ENSG00000132676,DAP3,ENST00000368336,ENSP00000357320,CCDS1120,PRINCIPAL:1
ENSG00000132677,RHBG,ENST00000537040,ENSP00000441197,-,PRINCIPAL:1
ENSG00000132680,KIAA0907,ENST00000368321,ENSP00000357304,CCDS30885,PRINCIPAL:1
ENSG00000132681,ATP1A4,ENST00000368081,ENSP00000357060,CCDS1197,PRINCIPAL:1
ENSG00000132688,NES,ENST00000368223,ENSP00000357206,CCDS1151,PRINCIPAL:1
ENSG00000132692,BCAN,ENST00000329117,ENSP00000331210,CCDS1149,PRINCIPAL:1
ENSG00000132693,CRP,ENST00000255030,ENSP00000255030,CCDS30911,PRINCIPAL:1
ENSG00000132698,RAB25,ENST00000361084,ENSP00000354376,CCDS41413,PRINCIPAL:1
ENSG00000132702,HAPLN2,ENST00000255039,ENSP00000255039,CCDS1148,PRINCIPAL:1
ENSG00000132703,APCS,ENST00000255040,ENSP00000255040,CCDS1186,PRINCIPAL:1
ENSG00000132704,FCRL2,ENST00000361516,ENSP00000355157,CCDS1168,PRINCIPAL:1
ENSG00000132716,DCAF8,ENST00000368074,ENSP00000357053,CCDS1200,PRINCIPAL:1
ENSG00000132718,SYT11,ENST00000368324,ENSP00000357307,CCDS1122,PRINCIPAL:1
ENSG00000132763,MMACHC,ENST00000401061,ENSP00000383840,CCDS41324,PRINCIPAL:1
ENSG00000132768,DPH2,ENST00000255108,ENSP00000255108,CCDS504,PRINCIPAL:1
ENSG00000132773,TOE1,ENST00000372090,ENSP00000361162,CCDS521,PRINCIPAL:1
ENSG00000132849,PATJ,ENST00000371158,ENSP00000360200,CCDS617,PRINCIPAL:1
ENSG00000132854,KANK4,ENST00000371153,ENSP00000360195,CCDS620,PRINCIPAL:1
ENSG00000132855,ANGPTL3,ENST00000371129,ENSP00000360170,CCDS622,PRINCIPAL:1
ENSG00000132879,FBXO44,ENST00000251547,ENSP00000251547,CCDS132,PRINCIPAL:1
ENSG00000132881,RSG1,ENST00000375599,ENSP00000364749,CCDS171,PRINCIPAL:1
ENSG00000133019,CHRM3,ENST00000615928,ENSP00000482377,CCDS1616,PRINCIPAL:1
ENSG00000133048,CHI3L1,ENST00000255409,ENSP00000255409,CCDS1435,PRINCIPAL:1
ENSG00000133055,MYBPH,ENST00000255416,ENSP00000255416,CCDS30975,PRINCIPAL:1
ENSG00000133056,PIK3C2B,ENST00000367187,ENSP00000356155,CCDS1446,PRINCIPAL:1
ENSG00000133059,DSTYK,ENST00000367162,ENSP00000356130,CCDS1451,PRINCIPAL:1
ENSG00000133063,CHIT1,ENST00000367229,ENSP00000356198,CCDS1436,PRINCIPAL:1
ENSG00000133065,SLC41A1,ENST00000367137,ENSP00000356105,CCDS30988,PRINCIPAL:1
ENSG00000133067,LGR6,ENST00000367278,ENSP00000356247,CCDS30971,PRINCIPAL:1
ENSG00000134183,GNAT2,ENST00000351050,ENSP00000251337,CCDS803,PRINCIPAL:1
ENSG00000134184,GSTM1,ENST00000309851,ENSP00000311469,CCDS809,PRINCIPAL:1
ENSG00000134186,PRPF38B,ENST00000370025,ENSP00000359042,CCDS788,PRINCIPAL:1
ENSG00000134193,REG4,ENST00000354219,ENSP00000346158,CCDS906,PRINCIPAL:1
ENSG00000134198,TSPAN2,ENST00000369516,ENSP00000358529,CCDS881,PRINCIPAL:1
ENSG00000134200,TSHB,ENST00000256592,ENSP00000256592,CCDS880,PRINCIPAL:1
ENSG00000134201,GSTM5,ENST00000256593,ENSP00000256593,CCDS811,PRINCIPAL:1
ENSG00000134202,GSTM3,ENST00000361066,ENSP00000354357,CCDS812,PRINCIPAL:1
ENSG00000134207,SYT6,ENST00000610222,ENSP00000476396,-,PRINCIPAL:1
ENSG00000134215,VAV3,ENST00000370056,ENSP00000359073,CCDS785,PRINCIPAL:1
ENSG00000134216,CHIA,ENST00000343320,ENSP00000341828,CCDS41368,PRINCIPAL:1
ENSG00000134240,HMGCS2,ENST00000369406,ENSP00000358414,CCDS905,PRINCIPAL:1
ENSG00000134243,SORT1,ENST00000256637,ENSP00000256637,CCDS798,PRINCIPAL:1
ENSG00000134245,WNT2B,ENST00000369684,ENSP00000358698,CCDS847,PRINCIPAL:1
ENSG00000134247,PTGFRN,ENST00000393203,ENSP00000376899,CCDS890,PRINCIPAL:1
ENSG00000134248,LAMTOR5,ENST00000602318,ENSP00000473439,-,PRINCIPAL:1
ENSG00000134249,ADAM30,ENST00000369400,ENSP00000358407,CCDS907,PRINCIPAL:1
ENSG00000134250,NOTCH2,ENST00000256646,ENSP00000256646,CCDS908,PRINCIPAL:1
ENSG00000134253,TRIM45,ENST00000256649,ENSP00000256649,CCDS893,PRINCIPAL:1
ENSG00000134255,CEPT1,ENST00000357172,ENSP00000349696,CCDS830,PRINCIPAL:1
ENSG00000134256,CD101,ENST00000256652,ENSP00000256652,CCDS891,PRINCIPAL:1
ENSG00000134259,NGF,ENST00000369512,ENSP00000358525,CCDS882,PRINCIPAL:1
ENSG00000134262,AP4B1,ENST00000256658,ENSP00000256658,CCDS865,PRINCIPAL:1
ENSG00000134365,CFHR4,ENST00000367416,ENSP00000356386,CCDS55671,PRINCIPAL:1
ENSG00000134369,NAV1,ENST00000367296,ENSP00000356265,CCDS1414,PRINCIPAL:1
ENSG00000134371,CDC73,ENST00000367435,ENSP00000356405,CCDS1382,PRINCIPAL:1
ENSG00000134375,TIMM17A,ENST00000367287,ENSP00000356256,CCDS1417,PRINCIPAL:1
ENSG00000134376,CRB1,ENST00000367400,ENSP00000356370,CCDS1390,PRINCIPAL:1
ENSG00000134389,CFHR5,ENST00000256785,ENSP00000256785,CCDS1387,PRINCIPAL:1
ENSG00000134684,YARS,ENST00000373477,ENSP00000362576,CCDS368,PRINCIPAL:1
ENSG00000134690,CDCA8,ENST00000373055,ENSP00000362146,CCDS424,PRINCIPAL:1
ENSG00000134697,GNL2,ENST00000373062,ENSP00000362153,CCDS421,PRINCIPAL:1
ENSG00000134698,AGO4,ENST00000373210,ENSP00000362306,CCDS397,PRINCIPAL:1
ENSG00000134709,HOOK1,ENST00000371208,ENSP00000360252,CCDS612,PRINCIPAL:1
ENSG00000134716,CYP2J2,ENST00000371204,ENSP00000360247,CCDS613,PRINCIPAL:1
ENSG00000134748,PRPF38A,ENST00000257181,ENSP00000257181,CCDS567,PRINCIPAL:1
ENSG00000135744,AGT,ENST00000366667,ENSP00000355627,CCDS1585,PRINCIPAL:1
ENSG00000135750,KCNK1,ENST00000366621,ENSP00000355580,CCDS1599,PRINCIPAL:1
ENSG00000135763,URB2,ENST00000258243,ENSP00000258243,CCDS31052,PRINCIPAL:1
ENSG00000135766,EGLN1,ENST00000366641,ENSP00000355601,CCDS1595,PRINCIPAL:1
ENSG00000135773,CAPN9,ENST00000271971,ENSP00000271971,CCDS1586,PRINCIPAL:1
ENSG00000135776,ABCB10,ENST00000344517,ENSP00000355637,CCDS1580,PRINCIPAL:1
ENSG00000135778,NTPCR,ENST00000366628,ENSP00000355587,CCDS1597,PRINCIPAL:1
ENSG00000135801,TAF5L,ENST00000258281,ENSP00000258281,CCDS1581,PRINCIPAL:1
ENSG00000135821,GLUL,ENST00000331872,ENSP00000356537,CCDS1344,PRINCIPAL:1
ENSG00000135823,STX6,ENST00000258301,ENSP00000258301,CCDS1341,PRINCIPAL:1
ENSG00000135824,RGS8,ENST00000483095,ENSP00000426289,CCDS41443,PRINCIPAL:1
ENSG00000135828,RNASEL,ENST00000367559,ENSP00000356530,CCDS1347,PRINCIPAL:1
ENSG00000135829,DHX9,ENST00000367549,ENSP00000356520,CCDS41444,PRINCIPAL:1
ENSG00000135835,KIAA1614,ENST00000367588,ENSP00000356560,CCDS41442,PRINCIPAL:1
ENSG00000135837,CEP350,ENST00000367607,ENSP00000356579,CCDS1336,PRINCIPAL:1
ENSG00000135838,NPL,ENST00000367553,ENSP00000356524,CCDS1350,PRINCIPAL:1
ENSG00000135842,FAM129A,ENST00000367511,ENSP00000356481,CCDS1364,PRINCIPAL:1
ENSG00000135845,PIGC,ENST00000367728,ENSP00000356702,CCDS1302,PRINCIPAL:1
ENSG00000135862,LAMC1,ENST00000258341,ENSP00000258341,CCDS1351,PRINCIPAL:1
ENSG00000136628,EPRS,ENST00000366923,ENSP00000355890,CCDS31027,PRINCIPAL:1
ENSG00000136630,HLX,ENST00000366903,ENSP00000355870,CCDS1527,PRINCIPAL:1
ENSG00000136631,VPS45,ENST00000369130,ENSP00000358126,CCDS944,PRINCIPAL:1
ENSG00000136634,IL10,ENST00000423557,ENSP00000412237,CCDS1467,PRINCIPAL:1
ENSG00000136636,KCTD3,ENST00000259154,ENSP00000259154,CCDS1515,PRINCIPAL:1
ENSG00000137936,BCAR3,ENST00000260502,ENSP00000260502,CCDS745,PRINCIPAL:1
ENSG00000137941,TTLL7,ENST00000260505,ENSP00000260505,CCDS690,PRINCIPAL:1
ENSG00000137947,GTF2B,ENST00000370500,ENSP00000359531,CCDS715,PRINCIPAL:1
ENSG00000137955,RABGGTB,ENST00000319942,ENSP00000317473,CCDS669,PRINCIPAL:1
ENSG00000137959,IFI44L,ENST00000370751,ENSP00000359787,CCDS687,PRINCIPAL:1
ENSG00000137960,GIPC2,ENST00000370759,ENSP00000359795,CCDS685,PRINCIPAL:1
ENSG00000137962,ARHGAP29,ENST00000260526,ENSP00000260526,CCDS748,PRINCIPAL:1
ENSG00000137965,IFI44,ENST00000370747,ENSP00000359783,CCDS688,PRINCIPAL:1
ENSG00000137975,CLCA2,ENST00000370565,ENSP00000359596,CCDS708,PRINCIPAL:1
ENSG00000137976,DNASE2B,ENST00000370665,ENSP00000359699,CCDS44167,PRINCIPAL:1
ENSG00000137992,DBT,ENST00000370132,ENSP00000359151,CCDS767,PRINCIPAL:1
ENSG00000137996,RTCA,ENST00000370128,ENSP00000359146,CCDS768,PRINCIPAL:1
ENSG00000142224,IL19,ENST00000620365,ENSP00000482668,CCDS1469,PRINCIPAL:1
ENSG00000142583,SLC2A5,ENST00000377424,ENSP00000366641,CCDS99,PRINCIPAL:1
ENSG00000142606,MMEL1,ENST00000378412,ENSP00000367668,CCDS30569,PRINCIPAL:1
ENSG00000142609,CFAP74,ENST00000493964,ENSP00000417061,-,PRINCIPAL:1
ENSG00000142615,CELA2A,ENST00000359621,ENSP00000352639,CCDS157,PRINCIPAL:1
ENSG00000142619,PADI3,ENST00000375460,ENSP00000364609,CCDS179,PRINCIPAL:1
ENSG00000142621,FHAD1,ENST00000358897,ENSP00000351770,-,PRINCIPAL:1
ENSG00000142623,PADI1,ENST00000375471,ENSP00000364620,CCDS178,PRINCIPAL:1
ENSG00000142627,EPHA2,ENST00000358432,ENSP00000351209,CCDS169,PRINCIPAL:1
ENSG00000142632,ARHGEF19,ENST00000270747,ENSP00000270747,CCDS170,PRINCIPAL:1
ENSG00000142634,EFHD2,ENST00000375980,ENSP00000365147,CCDS155,PRINCIPAL:1
ENSG00000142655,PEX14,ENST00000356607,ENSP00000349016,CCDS30582,PRINCIPAL:1
ENSG00000142657,PGD,ENST00000270776,ENSP00000270776,CCDS113,PRINCIPAL:1
ENSG00000142661,MYOM3,ENST00000374434,ENSP00000363557,CCDS41281,PRINCIPAL:1
ENSG00000142669,SH3BGRL3,ENST00000270792,ENSP00000270792,CCDS278,PRINCIPAL:1
ENSG00000142676,RPL11,ENST00000374550,ENSP00000363676,CCDS238,PRINCIPAL:1
ENSG00000142677,IL22RA1,ENST00000270800,ENSP00000270800,CCDS247,PRINCIPAL:1
ENSG00000142684,ZNF593,ENST00000374266,ENSP00000363384,CCDS275,PRINCIPAL:1
ENSG00000142686,C1orf216,ENST00000270815,ENSP00000425166,CCDS395,PRINCIPAL:1
ENSG00000142687,KIAA0319L,ENST00000325722,ENSP00000318406,CCDS390,PRINCIPAL:1
ENSG00000142694,EVA1B,ENST00000270824,ENSP00000270824,CCDS406,PRINCIPAL:1
ENSG00000142698,C1orf94,ENST00000488417,ENSP00000435634,CCDS44108,PRINCIPAL:1
ENSG00000142700,DMRTA2,ENST00000418121,ENSP00000399370,CCDS44141,PRINCIPAL:1
ENSG00000142733,MAP3K6,ENST00000357582,ENSP00000350195,CCDS299,PRINCIPAL:1
ENSG00000142751,GPN2,ENST00000374135,ENSP00000363250,CCDS289,PRINCIPAL:1
ENSG00000142765,SYTL1,ENST00000543823,ENSP00000440704,CCDS53286,PRINCIPAL:1
ENSG00000142789,CELA3A,ENST00000290122,ENSP00000290122,CCDS220,PRINCIPAL:1
ENSG00000142798,HSPG2,ENST00000374695,ENSP00000363827,CCDS30625,PRINCIPAL:1
ENSG00000142867,BCL10,ENST00000370580,ENSP00000359612,CCDS704,PRINCIPAL:1
ENSG00000142871,CYR61,ENST00000451137,ENSP00000398736,CCDS706,PRINCIPAL:1
ENSG00000142892,PIGK,ENST00000370812,ENSP00000359848,CCDS674,PRINCIPAL:1
ENSG00000142920,AZIN2,ENST00000373443,ENSP00000362542,CCDS375,PRINCIPAL:1
ENSG00000142937,RPS8,ENST00000396651,ENSP00000379888,CCDS513,PRINCIPAL:1
ENSG00000142945,KIF2C,ENST00000372224,ENSP00000361298,CCDS512,PRINCIPAL:1
ENSG00000142949,PTPRF,ENST00000438120,ENSP00000398822,CCDS490,PRINCIPAL:1
ENSG00000142959,BEST4,ENST00000372207,ENSP00000361281,CCDS514,PRINCIPAL:1
ENSG00000142961,MOB3C,ENST00000319928,ENSP00000315113,CCDS540,PRINCIPAL:1
ENSG00000143001,TMEM61,ENST00000371268,ENSP00000360315,CCDS601,PRINCIPAL:1
ENSG00000143006,DMRTB1,ENST00000371445,ENSP00000360500,CCDS581,PRINCIPAL:1
